[125, 50, 25, 5, 50, 1],12482
[125, 50, 25, 5, 100, 1],120
[125, 50, 25, 5, 150, 1],0
[125, 50, 25, 5, 200, 1],0
[125, 50, 25, 5, 250, 1],0
[125, 50, 25, 5, 300, 1],0
[125, 50, 25, 10, 0, 1],0
[125, 50, 25, 10, 50, 1],504
[125, 50, 25, 10, 100, 1],111
[125, 50, 25, 10, 150, 1],0
[125, 50, 25, 10, 200, 1],0
[125, 50, 25, 10, 250, 1],0
[125, 50, 25, 10, 300, 1],0
[125, 100, 25, -10, 0, 1],49970
[125, 100, 25, -10, 50, 1],7735
[125, 100, 25, -10, 100, 1],147
[125, 100, 25, -10, 150, 1],0
[125, 100, 25, -10, 200, 1],0
[125, 100, 25, -10, 250, 1],0
[125, 100, 25, -10, 300, 1],2729
[125, 100, 25, -5, 0, 1],583
[125, 100, 25, -5, 50, 1],120
[125, 100, 25, -5, 100, 1],1
[125, 100, 25, -5, 150, 1],0
[125, 100, 25, -5, 200, 1],0
[125, 100, 25, -5, 250, 1],0
[125, 100, 25, -5, 300, 1],77
[125, 100, 25, 0, 0, 1],121592
[125, 100, 25, 0, 50, 1],25494
[125, 100, 25, 0, 100, 1],251
[125, 100, 25, 0, 150, 1],0
[125, 100, 25, 0, 200, 1],0
[125, 100, 25, 0, 250, 1],0
[125, 100, 25, 0, 300, 1],0
[125, 100, 25, 5, 0, 1],8567
[125, 100, 25, 5, 50, 1],8818
[125, 100, 25, 5, 100, 1],137
[125, 100, 25, 5, 150, 1],0
[125, 100, 25, 5, 200, 1],0
[125, 100, 25, 5, 250, 1],0
[125, 100, 25, 5, 300, 1],0
[125, 100, 25, 10, 0, 1],0
[125, 100, 25, 10, 50, 1],407
[125, 100, 25, 10, 100, 1],65
[125, 100, 25, 10, 150, 1],2
[125, 100, 25, 10, 200, 1],0
[125, 100, 25, 10, 250, 1],0
[125, 100, 25, 10, 300, 1],0
[125, 150, 25, -10, 0, 1],71746
[125, 150, 25, -10, 50, 1],17173
[125, 150, 25, -10, 100, 1],740
[125, 150, 25, -10, 150, 1],19
[125, 150, 25, -10, 200, 1],0
[125, 150, 25, -10, 250, 1],0
[125, 150, 25, -10, 300, 1],3875
[125, 150, 25, -5, 0, 1],2262
[125, 150, 25, -5, 50, 1],558
[125, 150, 25, -5, 100, 1],31
[125, 150, 25, -5, 150, 1],0
[125, 150, 25, -5, 200, 1],0
[125, 150, 25, -5, 250, 1],0
[125, 150, 25, -5, 300, 1],153
[125, 150, 25, 0, 0, 1],149628
[125, 150, 25, 0, 50, 1],33940
[125, 150, 25, 0, 100, 1],951
[125, 150, 25, 0, 150, 1],19
[125, 150, 25, 0, 200, 1],0
[125, 150, 25, 0, 250, 1],0
[125, 150, 25, 0, 300, 1],0
[125, 150, 25, 5, 0, 1],11481
[125, 150, 25, 5, 50, 1],10442
[125, 150, 25, 5, 100, 1],389
[125, 150, 25, 5, 150, 1],8
[125, 150, 25, 5, 200, 1],0
[125, 150, 25, 5, 250, 1],0
[125, 150, 25, 5, 300, 1],0
[125, 150, 25, 10, 0, 1],0
[125, 150, 25, 10, 50, 1],391
[125, 150, 25, 10, 100, 1],103
[125, 150, 25, 10, 150, 1],4
[125, 150, 25, 10, 200, 1],0
[125, 150, 25, 10, 250, 1],0
[125, 150, 25, 10, 300, 1],0
[125, 200, 25, -10, 0, 1],43591
[125, 200, 25, -10, 50, 1],130638
[125, 200, 25, -10, 100, 1],24929
[125, 200, 25, -10, 150, 1],171
[125, 200, 25, -10, 200, 1],1
[125, 200, 25, -10, 250, 1],0
[125, 200, 25, -10, 300, 1],89
[125, 200, 25, -5, 0, 1],2238
[125, 200, 25, -5, 50, 1],18404
[125, 200, 25, -5, 100, 1],1297
[125, 200, 25, -5, 150, 1],2
[125, 200, 25, -5, 200, 1],0
[125, 200, 25, -5, 250, 1],0
[125, 200, 25, -5, 300, 1],1
[125, 200, 25, 0, 0, 1],27115
[125, 200, 25, 0, 50, 1],42265
[125, 200, 25, 0, 100, 1],12055
[125, 200, 25, 0, 150, 1],308
[125, 200, 25, 0, 200, 1],0
[125, 200, 25, 0, 250, 1],0
[125, 200, 25, 0, 300, 1],0
[125, 200, 25, 5, 0, 1],3
[125, 200, 25, 5, 50, 1],262
[125, 200, 25, 5, 100, 1],567
[125, 200, 25, 5, 150, 1],177
[125, 200, 25, 5, 200, 1],0
[125, 200, 25, 5, 250, 1],0
[125, 200, 25, 5, 300, 1],0
[125, 200, 25, 10, 0, 1],0
[125, 200, 25, 10, 50, 1],0
[125, 200, 25, 10, 100, 1],0
[125, 200, 25, 10, 150, 1],5
[125, 200, 25, 10, 200, 1],4
[125, 200, 25, 10, 250, 1],0
[125, 200, 25, 10, 300, 1],0
[125, 250, 25, -10, 0, 1],2
[125, 250, 25, -10, 50, 1],12694
[125, 250, 25, -10, 100, 1],133084
[125, 250, 25, -10, 150, 1],8791
[125, 250, 25, -10, 200, 1],0
[125, 250, 25, -10, 250, 1],0
[125, 250, 25, -10, 300, 1],0
[125, 250, 25, -5, 0, 1],0
[125, 250, 25, -5, 50, 1],613
[125, 250, 25, -5, 100, 1],13539
[125, 250, 25, -5, 150, 1],1088
[125, 250, 25, -5, 200, 1],0
[125, 250, 25, -5, 250, 1],0
[125, 250, 25, -5, 300, 1],0
[125, 250, 25, 0, 0, 1],0
[125, 250, 25, 0, 50, 1],416
[125, 250, 25, 0, 100, 1],34168
[125, 250, 25, 0, 150, 1],13894
[125, 250, 25, 0, 200, 1],0
[125, 250, 25, 0, 250, 1],0
[125, 250, 25, 0, 300, 1],0
[125, 250, 25, 5, 0, 1],0
[125, 250, 25, 5, 50, 1],0
[125, 250, 25, 5, 100, 1],0
[125, 250, 25, 5, 150, 1],4681
[125, 250, 25, 5, 200, 1],0
[125, 250, 25, 5, 250, 1],0
[125, 250, 25, 5, 300, 1],0
[125, 250, 25, 10, 0, 1],0
[125, 250, 25, 10, 50, 1],351
[125, 250, 25, 10, 100, 1],4140
[125, 250, 25, 10, 150, 1],743
[125, 250, 25, 10, 200, 1],0
[125, 250, 25, 10, 250, 1],0
[125, 250, 25, 10, 300, 1],0
[250, 0, 150, -10, 0, 0],461
[250, 0, 150, -10, 0, 1],545
[250, 0, 150, -10, 50, 0],494
[250, 0, 150, -10, 50, 1],322
[250, 0, 150, -10, 100, 0],1259
[250, 0, 150, -10, 100, 1],972
[250, 0, 150, -10, 150, 0],10565
[250, 0, 150, -10, 150, 1],5016
[250, 0, 150, -10, 200, 0],2119
[250, 0, 150, -10, 200, 1],1003
[250, 0, 150, -10, 250, 0],23
[250, 0, 150, -10, 250, 1],3
[250, 0, 150, -10, 300, 0],70
[250, 0, 150, -10, 300, 1],74
[250, 0, 150, -5, 0, 0],34
[250, 0, 150, -5, 0, 1],20
[250, 0, 150, -5, 50, 0],16
[250, 0, 150, -5, 50, 1],28
[250, 0, 150, -5, 100, 0],37
[250, 0, 150, -5, 100, 1],13
[250, 0, 150, -5, 150, 0],692
[250, 0, 150, -5, 150, 1],27
[250, 0, 150, -5, 200, 0],21
[250, 0, 150, -5, 200, 1],2
[250, 0, 150, -5, 250, 0],0
[250, 0, 150, -5, 250, 1],0
[250, 0, 150, -5, 300, 0],3
[250, 0, 150, -5, 300, 1],1
[250, 0, 150, 0, 0, 0],188
[250, 0, 150, 0, 0, 1],565
[250, 0, 150, 0, 50, 0],673
[250, 0, 150, 0, 50, 1],481
[250, 0, 150, 0, 100, 0],2475
[250, 0, 150, 0, 100, 1],2686
[250, 0, 150, 0, 150, 0],19316
[250, 0, 150, 0, 150, 1],16383
[250, 0, 150, 0, 200, 0],4911
[250, 0, 150, 0, 200, 1],3363
[250, 0, 150, 0, 250, 0],35
[250, 0, 150, 0, 250, 1],3
[250, 0, 150, 0, 300, 0],3
[250, 0, 150, 0, 300, 1],0
[250, 0, 150, 5, 0, 0],1
[250, 0, 150, 5, 0, 1],72
[250, 0, 150, 5, 50, 0],85
[250, 0, 150, 5, 50, 1],224
[250, 0, 150, 5, 100, 0],397
[250, 0, 150, 5, 100, 1],783
[250, 0, 150, 5, 150, 0],4287
[250, 0, 150, 5, 150, 1],6672
[250, 0, 150, 5, 200, 0],1687
[250, 0, 150, 5, 200, 1],2020
[250, 0, 150, 5, 250, 0],9
[250, 0, 150, 5, 250, 1],0
[250, 0, 150, 5, 300, 0],0
[250, 0, 150, 5, 300, 1],0
[250, 0, 150, 10, 0, 0],0
[250, 0, 150, 10, 0, 1],0
[250, 0, 150, 10, 50, 0],2
[250, 0, 150, 10, 50, 1],50
[250, 0, 150, 10, 100, 0],46
[250, 0, 150, 10, 100, 1],327
[250, 0, 150, 10, 150, 0],464
[250, 0, 150, 10, 150, 1],1668
[250, 0, 150, 10, 200, 0],415
[250, 0, 150, 10, 200, 1],863
[250, 0, 150, 10, 250, 0],22
[250, 0, 150, 10, 250, 1],3
[250, 0, 150, 10, 300, 0],4
[250, 0, 150, 10, 300, 1],0
[250, 50, 150, -10, 0, 0],3138
[250, 50, 150, -10, 0, 1],3605
[250, 50, 150, -10, 50, 0],2668
[250, 50, 150, -10, 50, 1],2217
[250, 50, 150, -10, 100, 0],5594
[250, 50, 150, -10, 100, 1],5478
[250, 50, 150, -10, 150, 0],16653
[250, 50, 150, -10, 150, 1],8798
[250, 50, 150, -10, 200, 0],5872
[250, 50, 150, -10, 200, 1],806
[250, 50, 150, -10, 250, 0],8
[250, 50, 150, -10, 250, 1],2
[250, 50, 150, -10, 300, 0],545
[250, 50, 150, -10, 300, 1],572
[250, 50, 150, -5, 0, 0],248
[250, 50, 150, -5, 0, 1],269
[250, 50, 150, -5, 50, 0],132
[250, 50, 150, -5, 50, 1],164
[250, 50, 150, -5, 100, 0],195
[250, 50, 150, -5, 100, 1],70
[250, 50, 150, -5, 150, 0],194
[250, 50, 150, -5, 150, 1],34
[250, 50, 150, -5, 200, 0],59
[250, 50, 150, -5, 200, 1],1
[250, 50, 150, -5, 250, 0],0
[250, 50, 150, -5, 250, 1],0
[250, 50, 150, -5, 300, 0],21
[250, 50, 150, -5, 300, 1],18
[250, 50, 150, 0, 0, 0],1264
[250, 50, 150, 0, 0, 1],4407
[250, 50, 150, 0, 50, 0],3548
[250, 50, 150, 0, 50, 1],4772
[250, 50, 150, 0, 100, 0],13221
[250, 50, 150, 0, 100, 1],16557
[250, 50, 150, 0, 150, 0],43137
[250, 50, 150, 0, 150, 1],27605
[250, 50, 150, 0, 200, 0],14080
[250, 50, 150, 0, 200, 1],2896
[250, 50, 150, 0, 250, 0],170
[250, 50, 150, 0, 250, 1],2
[250, 50, 150, 0, 300, 0],6
[250, 50, 150, 0, 300, 1],0
[250, 50, 150, 5, 0, 0],25
[250, 50, 150, 5, 0, 1],572
[250, 50, 150, 5, 50, 0],439
[250, 50, 150, 5, 50, 1],2656
[250, 50, 150, 5, 100, 0],2084
[250, 50, 150, 5, 100, 1],7599
[250, 50, 150, 5, 150, 0],9946
[250, 50, 150, 5, 150, 1],11294
[250, 50, 150, 5, 200, 0],4106
[250, 50, 150, 5, 200, 1],1115
[250, 50, 150, 5, 250, 0],64
[250, 50, 150, 5, 250, 1],0
[250, 50, 150, 5, 300, 0],3
[250, 50, 150, 5, 300, 1],0
[250, 50, 150, 10, 0, 0],0
[250, 50, 150, 10, 0, 1],0
[250, 50, 150, 10, 50, 0],1
[250, 50, 150, 10, 50, 1],659
[250, 50, 150, 10, 100, 0],192
[250, 50, 150, 10, 100, 1],4613
[250, 50, 150, 10, 150, 0],1263
[250, 50, 150, 10, 150, 1],7470
[250, 50, 150, 10, 200, 0],975
[250, 50, 150, 10, 200, 1],1658
[250, 50, 150, 10, 250, 0],83
[250, 50, 150, 10, 250, 1],17
[250, 50, 150, 10, 300, 0],11
[250, 50, 150, 10, 300, 1],0
[250, 100, 150, -10, 0, 0],6043
[250, 100, 150, -10, 0, 1],7566
[250, 100, 150, -10, 50, 0],4099
[250, 100, 150, -10, 50, 1],4298
[250, 100, 150, -10, 100, 0],6572
[250, 100, 150, -10, 100, 1],6667
[250, 100, 150, -10, 150, 0],16393
[250, 100, 150, -10, 150, 1],3303
[250, 100, 150, -10, 200, 0],17938
[250, 100, 150, -10, 200, 1],99
[250, 100, 150, -10, 250, 0],361
[250, 100, 150, -10, 250, 1],0
[250, 100, 150, -10, 300, 0],1029
[250, 100, 150, -10, 300, 1],1100
[250, 100, 150, -5, 0, 0],403
[250, 100, 150, -5, 0, 1],315
[250, 100, 150, -5, 50, 0],159
[250, 100, 150, -5, 50, 1],79
[250, 100, 150, -5, 100, 0],86
[250, 100, 150, -5, 100, 1],19
[250, 100, 150, -5, 150, 0],308
[250, 100, 150, -5, 150, 1],3
[250, 100, 150, -5, 200, 0],404
[250, 100, 150, -5, 200, 1],0
[250, 100, 150, -5, 250, 0],1
[250, 100, 150, -5, 250, 1],0
[250, 100, 150, -5, 300, 0],32
[250, 100, 150, -5, 300, 1],37
[250, 100, 150, 0, 0, 0],2882
[250, 100, 150, 0, 0, 1],12399
[250, 100, 150, 0, 50, 0],5400
[250, 100, 150, 0, 50, 1],11506
[250, 100, 150, 0, 100, 0],12857
[250, 100, 150, 0, 100, 1],20235
[250, 100, 150, 0, 150, 0],22514
[250, 100, 150, 0, 150, 1],12325
[250, 100, 150, 0, 200, 0],22396
[250, 100, 150, 0, 200, 1],420
[250, 100, 150, 0, 250, 0],1274
[250, 100, 150, 0, 250, 1],0
[250, 100, 150, 0, 300, 0],12
[250, 100, 150, 0, 300, 1],0
[250, 100, 150, 5, 0, 0],56
[250, 100, 150, 5, 0, 1],1828
[250, 100, 150, 5, 50, 0],615
[250, 100, 150, 5, 50, 1],9229
[250, 100, 150, 5, 100, 0],2605
[250, 100, 150, 5, 100, 1],8314
[250, 100, 150, 5, 150, 0],3175
[250, 100, 150, 5, 150, 1],5048
[250, 100, 150, 5, 200, 0],2001
[250, 100, 150, 5, 200, 1],204
[250, 100, 150, 5, 250, 0],305
[250, 100, 150, 5, 250, 1],0
[250, 100, 150, 5, 300, 0],4
[250, 100, 150, 5, 300, 1],0
[250, 100, 150, 10, 0, 0],0
[250, 100, 150, 10, 0, 1],0
[250, 100, 150, 10, 50, 0],6
[250, 100, 150, 10, 50, 1],2266
[250, 100, 150, 10, 100, 0],262
[250, 100, 150, 10, 100, 1],7578
[250, 100, 150, 10, 150, 0],788
[250, 100, 150, 10, 150, 1],3324
[250, 100, 150, 10, 200, 0],376
[250, 100, 150, 10, 200, 1],279
[250, 100, 150, 10, 250, 0],68
[250, 100, 150, 10, 250, 1],0
[250, 100, 150, 10, 300, 0],1
[250, 100, 150, 10, 300, 1],0
[250, 150, 150, -10, 0, 0],10218
[250, 150, 150, -10, 0, 1],21451
[250, 150, 150, -10, 50, 0],8821
[250, 150, 150, -10, 50, 1],9973
[250, 150, 150, -10, 100, 0],7403
[250, 150, 150, -10, 100, 1],7105
[250, 150, 150, -10, 150, 0],9283
[250, 150, 150, -10, 150, 1],1480
[250, 150, 150, -10, 200, 0],10798
[250, 150, 150, -10, 200, 1],22
[250, 150, 150, -10, 250, 0],1214
[250, 150, 150, -10, 250, 1],4
[250, 150, 150, -10, 300, 0],1086
[250, 150, 150, -10, 300, 1],1711
[250, 150, 150, -5, 0, 0],667
[250, 150, 150, -5, 0, 1],955
[250, 150, 150, -5, 50, 0],356
[250, 150, 150, -5, 50, 1],301
[250, 150, 150, -5, 100, 0],112
[250, 150, 150, -5, 100, 1],99
[250, 150, 150, -5, 150, 0],119
[250, 150, 150, -5, 150, 1],5
[250, 150, 150, -5, 200, 0],27
[250, 150, 150, -5, 200, 1],0
[250, 150, 150, -5, 250, 0],4
[250, 150, 150, -5, 250, 1],0
[250, 150, 150, -5, 300, 0],33
[250, 150, 150, -5, 300, 1],71
[250, 150, 150, 0, 0, 0],4844
[250, 150, 150, 0, 0, 1],35890
[250, 150, 150, 0, 50, 0],10012
[250, 150, 150, 0, 50, 1],20604
[250, 150, 150, 0, 100, 0],13891
[250, 150, 150, 0, 100, 1],16293
[250, 150, 150, 0, 150, 0],17924
[250, 150, 150, 0, 150, 1],5069
[250, 150, 150, 0, 200, 0],27920
[250, 150, 150, 0, 200, 1],27
[250, 150, 150, 0, 250, 0],4331
[250, 150, 150, 0, 250, 1],0
[250, 150, 150, 0, 300, 0],6
[250, 150, 150, 0, 300, 1],0
[250, 150, 150, 5, 0, 0],59
[250, 150, 150, 5, 0, 1],3951
[250, 150, 150, 5, 50, 0],849
[250, 150, 150, 5, 50, 1],13590
[250, 150, 150, 5, 100, 0],3863
[250, 150, 150, 5, 100, 1],5460
[250, 150, 150, 5, 150, 0],6836
[250, 150, 150, 5, 150, 1],1900
[250, 150, 150, 5, 200, 0],5877
[250, 150, 150, 5, 200, 1],14
[250, 150, 150, 5, 250, 0],827
[250, 150, 150, 5, 250, 1],0
[250, 150, 150, 5, 300, 0],0
[250, 150, 150, 5, 300, 1],0
[250, 150, 150, 10, 0, 0],0
[250, 150, 150, 10, 0, 1],0
[250, 150, 150, 10, 50, 0],2
[250, 150, 150, 10, 50, 1],2531
[250, 150, 150, 10, 100, 0],331
[250, 150, 150, 10, 100, 1],4346
[250, 150, 150, 10, 150, 0],3318
[250, 150, 150, 10, 150, 1],899
[250, 150, 150, 10, 200, 0],7996
[250, 150, 150, 10, 200, 1],46
[250, 150, 150, 10, 250, 0],1929
[250, 150, 150, 10, 250, 1],0
[250, 150, 150, 10, 300, 0],20
[250, 150, 150, 10, 300, 1],0
[250, 200, 150, -10, 0, 0],2575
[250, 200, 150, -10, 0, 1],15629
[250, 200, 150, -10, 50, 0],12877
[250, 200, 150, -10, 50, 1],47291
[250, 200, 150, -10, 100, 0],14569
[250, 200, 150, -10, 100, 1],18962
[250, 200, 150, -10, 150, 0],3457
[250, 200, 150, -10, 150, 1],1163
[250, 200, 150, -10, 200, 0],892
[250, 200, 150, -10, 200, 1],6
[250, 200, 150, -10, 250, 0],17
[250, 200, 150, -10, 250, 1],0
[250, 200, 150, -10, 300, 0],30
[250, 200, 150, -10, 300, 1],64
[250, 200, 150, -5, 0, 0],142
[250, 200, 150, -5, 0, 1],902
[250, 200, 150, -5, 50, 0],800
[250, 200, 150, -5, 50, 1],6364
[250, 200, 150, -5, 100, 0],223
[250, 200, 150, -5, 100, 1],568
[250, 200, 150, -5, 150, 0],1
[250, 200, 150, -5, 150, 1],0
[250, 200, 150, -5, 200, 0],0
[250, 200, 150, -5, 200, 1],0
[250, 200, 150, -5, 250, 0],0
[250, 200, 150, -5, 250, 1],0
[250, 200, 150, -5, 300, 0],1
[250, 200, 150, -5, 300, 1],5
[250, 200, 150, 0, 0, 0],906
[250, 200, 150, 0, 0, 1],10656
[250, 200, 150, 0, 50, 0],9437
[250, 200, 150, 0, 50, 1],17675
[250, 200, 150, 0, 100, 0],39305
[250, 200, 150, 0, 100, 1],24816
[250, 200, 150, 0, 150, 0],13781
[250, 200, 150, 0, 150, 1],4731
[250, 200, 150, 0, 200, 0],1352
[250, 200, 150, 0, 200, 1],3
[250, 200, 150, 0, 250, 0],4
[250, 200, 150, 0, 250, 1],0
[250, 200, 150, 0, 300, 0],0
[250, 200, 150, 0, 300, 1],0
[250, 200, 150, 5, 0, 0],1
[250, 200, 150, 5, 0, 1],23
[250, 200, 150, 5, 50, 0],200
[250, 200, 150, 5, 50, 1],214
[250, 200, 150, 5, 100, 0],6500
[250, 200, 150, 5, 100, 1],1992
[250, 200, 150, 5, 150, 0],30548
[250, 200, 150, 5, 150, 1],1911
[250, 200, 150, 5, 200, 0],115
[250, 200, 150, 5, 200, 1],2
[250, 200, 150, 5, 250, 0],0
[250, 200, 150, 5, 250, 1],0
[250, 200, 150, 5, 300, 0],0
[250, 200, 150, 5, 300, 1],0
[250, 200, 150, 10, 0, 0],0
[250, 200, 150, 10, 0, 1],0
[250, 200, 150, 10, 50, 0],0
[250, 200, 150, 10, 50, 1],1
[250, 200, 150, 10, 100, 0],38
[250, 200, 150, 10, 100, 1],12
[250, 200, 150, 10, 150, 0],5672
[250, 200, 150, 10, 150, 1],26
[250, 200, 150, 10, 200, 0],10868
[250, 200, 150, 10, 200, 1],19
[250, 200, 150, 10, 250, 0],180
[250, 200, 150, 10, 250, 1],4
[250, 200, 150, 10, 300, 0],2
[250, 200, 150, 10, 300, 1],0
[250, 250, 150, -10, 0, 0],4
[250, 250, 150, -10, 0, 1],37
[250, 250, 150, -10, 50, 0],1118
[250, 250, 150, -10, 50, 1],4809
[250, 250, 150, -10, 100, 0],36570
[250, 250, 150, -10, 100, 1],55775
[250, 250, 150, -10, 150, 0],4965
[250, 250, 150, -10, 150, 1],4464
[250, 250, 150, -10, 200, 0],0
[250, 250, 150, -10, 200, 1],0
[250, 250, 150, -10, 250, 0],0
[250, 250, 150, -10, 250, 1],0
[250, 250, 150, -10, 300, 0],0
[250, 250, 150, -10, 300, 1],0
[250, 250, 150, -5, 0, 0],0
[250, 250, 150, -5, 0, 1],0
[250, 250, 150, -5, 50, 0],36
[250, 250, 150, -5, 50, 1],214
[250, 250, 150, -5, 100, 0],393
[250, 250, 150, -5, 100, 1],4049
[250, 250, 150, -5, 150, 0],680
[250, 250, 150, -5, 150, 1],552
[250, 250, 150, -5, 200, 0],0
[250, 250, 150, -5, 200, 1],0
[250, 250, 150, -5, 250, 0],0
[250, 250, 150, -5, 250, 1],0
[250, 250, 150, -5, 300, 0],0
[250, 250, 150, -5, 300, 1],0
[250, 250, 150, 0, 0, 0],0
[250, 250, 150, 0, 0, 1],0
[250, 250, 150, 0, 50, 0],220
[250, 250, 150, 0, 50, 1],377
[250, 250, 150, 0, 100, 0],49022
[250, 250, 150, 0, 100, 1],28727
[250, 250, 150, 0, 150, 0],15948
[250, 250, 150, 0, 150, 1],9070
[250, 250, 150, 0, 200, 0],0
[250, 250, 150, 0, 200, 1],0
[250, 250, 150, 0, 250, 0],0
[250, 250, 150, 0, 250, 1],0
[250, 250, 150, 0, 300, 0],0
[250, 250, 150, 0, 300, 1],0
[250, 250, 150, 5, 0, 0],0
[250, 250, 150, 5, 0, 1],0
[250, 250, 150, 5, 50, 0],0
[250, 250, 150, 5, 50, 1],0
[250, 250, 150, 5, 100, 0],0
[250, 250, 150, 5, 100, 1],0
[250, 250, 150, 5, 150, 0],3300
[250, 250, 150, 5, 150, 1],2519
[250, 250, 150, 5, 200, 0],0
[250, 250, 150, 5, 200, 1],0
[250, 250, 150, 5, 250, 0],0
[250, 250, 150, 5, 250, 1],0
[250, 250, 150, 5, 300, 0],0
[250, 250, 150, 5, 300, 1],0
[250, 250, 150, 10, 0, 0],0
[250, 250, 150, 10, 0, 1],0
[250, 250, 150, 10, 50, 0],176
[250, 250, 150, 10, 50, 1],574
[250, 250, 150, 10, 100, 0],3080
[250, 250, 150, 10, 100, 1],3349
[250, 250, 150, 10, 150, 0],408
[250, 250, 150, 10, 150, 1],369
[250, 250, 150, 10, 200, 0],0
[250, 250, 150, 10, 200, 1],0
[250, 250, 150, 10, 250, 0],0
[250, 250, 150, 10, 250, 1],0
[250, 250, 150, 10, 300, 0],0
[250, 250, 150, 10, 300, 1],0
