[125, 0, 25, -10, 0, 1],0,18.250188997309046
[125, 0, 25, -10, 0, 1],1,10.547227079468568
[125, 0, 25, -10, 50, 1],0,25.28269469362258
[125, 0, 25, -10, 50, 1],1,18.856072093729843
[125, 0, 25, -10, 100, 1],0,0.0
[125, 0, 25, -10, 100, 1],1,5.896339389829013
[125, 0, 25, -10, 150, 1],0,0.0
[125, 0, 25, -10, 150, 1],1,0.0
[125, 0, 25, -10, 200, 1],0,0.0
[125, 0, 25, -10, 200, 1],1,0.0
[125, 0, 25, -10, 250, 1],0,0.0
[125, 0, 25, -10, 250, 1],1,0.0
[125, 0, 25, -10, 300, 1],0,-11.142268015901022
[125, 0, 25, -10, 300, 1],1,-21.454225465862518
[125, 0, 25, -5, 0, 1],0,9.442469009351925
[125, 0, 25, -5, 0, 1],1,3.2812355342485477
[125, 0, 25, -5, 50, 1],0,17.474112734369566
[125, 0, 25, -5, 50, 1],1,0.43386911738574013
[125, 0, 25, -5, 100, 1],0,0.0
[125, 0, 25, -5, 100, 1],1,0.0
[125, 0, 25, -5, 150, 1],0,0.0
[125, 0, 25, -5, 150, 1],1,0.0
[125, 0, 25, -5, 200, 1],0,0.0
[125, 0, 25, -5, 200, 1],1,0.0
[125, 0, 25, -5, 250, 1],0,0.0
[125, 0, 25, -5, 250, 1],1,0.0
[125, 0, 25, -5, 300, 1],0,-8.60101279115567
[125, 0, 25, -5, 300, 1],1,-2.8946966399408987
[125, 0, 25, 0, 0, 1],0,16.268492628487238
[125, 0, 25, 0, 0, 1],1,23.05563870445762
[125, 0, 25, 0, 50, 1],0,17.20065165492655
[125, 0, 25, 0, 50, 1],1,27.617564849495015
[125, 0, 25, 0, 100, 1],0,19.154258398424037
[125, 0, 25, 0, 100, 1],1,4.278137222321567
[125, 0, 25, 0, 150, 1],0,0.0
[125, 0, 25, 0, 150, 1],1,0.0
[125, 0, 25, 0, 200, 1],0,0.0
[125, 0, 25, 0, 200, 1],1,0.0
[125, 0, 25, 0, 250, 1],0,0.0
[125, 0, 25, 0, 250, 1],1,0.0
[125, 0, 25, 0, 300, 1],0,0.0
[125, 0, 25, 0, 300, 1],1,0.0
[125, 0, 25, 5, 0, 1],0,16.916861655045192
[125, 0, 25, 5, 0, 1],1,27.390435528783083
[125, 0, 25, 5, 50, 1],0,21.098374301293543
[125, 0, 25, 5, 50, 1],1,31.473782242756258
[125, 0, 25, 5, 100, 1],0,17.4498154486596
[125, 0, 25, 5, 100, 1],1,6.382445899538775
[125, 0, 25, 5, 150, 1],0,0.0
[125, 0, 25, 5, 150, 1],1,0.0
[125, 0, 25, 5, 200, 1],0,0.0
[125, 0, 25, 5, 200, 1],1,0.0
[125, 0, 25, 5, 250, 1],0,0.0
[125, 0, 25, 5, 250, 1],1,0.0
[125, 0, 25, 5, 300, 1],0,0.0
[125, 0, 25, 5, 300, 1],1,0.0
[125, 0, 25, 10, 0, 1],0,0.0
[125, 0, 25, 10, 0, 1],1,0.0
[125, 0, 25, 10, 50, 1],0,24.299006164894482
[125, 0, 25, 10, 50, 1],1,29.418623430377554
[125, 0, 25, 10, 100, 1],0,16.5795323050822
[125, 0, 25, 10, 100, 1],1,9.90078894307689
[125, 0, 25, 10, 150, 1],0,0.0
[125, 0, 25, 10, 150, 1],1,0.0
[125, 0, 25, 10, 200, 1],0,0.0
[125, 0, 25, 10, 200, 1],1,0.0
[125, 0, 25, 10, 250, 1],0,0.0
[125, 0, 25, 10, 250, 1],1,0.0
[125, 0, 25, 10, 300, 1],0,0.0
[125, 0, 25, 10, 300, 1],1,0.0
[125, 50, 25, -10, 0, 1],0,9.922210235294894
[125, 50, 25, -10, 0, 1],1,7.912809471266158
[125, 50, 25, -10, 50, 1],0,7.972298567438606
[125, 50, 25, -10, 50, 1],1,7.0969223952563825
[125, 50, 25, -10, 100, 1],0,3.6554821940456304
[125, 50, 25, -10, 100, 1],1,6.653495192744225
[125, 50, 25, -10, 150, 1],0,0.0
[125, 50, 25, -10, 150, 1],1,0.0
