[0, 0, 0, 1],0,38367.0
[0, 0, 0, 1],1,2875.0
[0, 0, 0, 1],2,38394.0
[0, 0, 50, 1],0,72986.0
[0, 0, 50, 1],1,5163.0
[0, 0, 50, 1],2,73322.0
[0, 0, 100, 1],0,106433.0
[0, 0, 100, 1],1,7601.0
[0, 0, 100, 1],2,106252.0
[0, 0, 150, 1],0,139526.0
[0, 0, 150, 1],1,9878.0
[0, 0, 150, 1],2,139132.0
[0, 0, 200, 1],0,172495.0
[0, 0, 200, 1],1,12199.0
[0, 0, 200, 1],2,172235.0
[0, 0, 250, 1],0,205719.0
[0, 0, 250, 1],1,14510.0
[0, 0, 250, 1],2,205453.0
[0, 0, 300, 1],0,239302.0
[0, 0, 300, 1],1,16816.0
[0, 0, 300, 1],2,238536.0
[0, 0, 350, 1],0,272369.0
[0, 0, 350, 1],1,18963.0
[0, 0, 350, 1],2,271743.0
[0, 0, 400, 1],0,304666.0
[0, 0, 400, 1],1,21628.0
[0, 0, 400, 1],2,305910.0
[0, 50, 0, 1],0,2768.0
[0, 50, 0, 1],1,74467.0
[0, 50, 0, 1],2,2909.0
[0, 50, 50, 1],0,403.0
[0, 50, 50, 1],1,7628.0
[0, 50, 50, 1],2,453.0
[0, 50, 100, 1],0,410.0
[0, 50, 100, 1],1,7778.0
[0, 50, 100, 1],2,442.0
[0, 50, 150, 1],0,473.0
[0, 50, 150, 1],1,9672.0
[0, 50, 150, 1],2,492.0
[0, 50, 200, 1],0,603.0
[0, 50, 200, 1],1,11943.0
[0, 50, 200, 1],2,571.0
[0, 50, 250, 1],0,699.0
[0, 50, 250, 1],1,14308.0
[0, 50, 250, 1],2,685.0
[0, 50, 300, 1],0,744.0
[0, 50, 300, 1],1,16465.0
[0, 50, 300, 1],2,750.0
[0, 50, 350, 1],0,792.0
[0, 50, 350, 1],1,18793.0
[0, 50, 350, 1],2,849.0
[0, 50, 400, 1],0,948.0
[0, 50, 400, 1],1,21199.0
[0, 50, 400, 1],2,948.0
[0, 100, 0, 1],0,2877.0
[0, 100, 0, 1],1,73759.0
[0, 100, 0, 1],2,2886.0
[0, 100, 50, 1],0,420.0
[0, 100, 50, 1],1,7706.0
[0, 100, 50, 1],2,408.0
[0, 100, 100, 1],0,236.0
[0, 100, 100, 1],1,3163.0
[0, 100, 100, 1],2,244.0
[0, 100, 150, 1],0,137.0
[0, 100, 150, 1],1,990.0
[0, 100, 150, 1],2,139.0
[0, 100, 200, 1],0,115.0
[0, 100, 200, 1],1,719.0
[0, 100, 200, 1],2,124.0
[0, 100, 250, 1],0,119.0
[0, 100, 250, 1],1,718.0
[0, 100, 250, 1],2,135.0
[0, 100, 300, 1],0,139.0
[0, 100, 300, 1],1,775.0
[0, 100, 300, 1],2,127.0
[0, 100, 350, 1],0,131.0
[0, 100, 350, 1],1,832.0
[0, 100, 350, 1],2,133.0
[0, 100, 400, 1],0,146.0
[0, 100, 400, 1],1,900.0
[0, 100, 400, 1],2,134.0
[0, 150, 0, 1],0,2764.0
[0, 150, 0, 1],1,73909.0
[0, 150, 0, 1],2,2900.0
[0, 150, 50, 1],0,421.0
[0, 150, 50, 1],1,7714.0
[0, 150, 50, 1],2,397.0
[0, 150, 100, 1],0,230.0
[0, 150, 100, 1],1,3165.0
[0, 150, 100, 1],2,212.0
[0, 150, 150, 1],0,119.0
[0, 150, 150, 1],1,772.0
[0, 150, 150, 1],2,107.0
[0, 150, 200, 1],0,95.0
[0, 150, 200, 1],1,419.0
[0, 150, 200, 1],2,87.0
[0, 150, 250, 1],0,73.0
[0, 150, 250, 1],1,194.0
[0, 150, 250, 1],2,84.0
[0, 150, 300, 1],0,85.0
[0, 150, 300, 1],1,147.0
[0, 150, 300, 1],2,83.0
[0, 150, 350, 1],0,90.0
[0, 150, 350, 1],1,157.0
[0, 150, 350, 1],2,78.0
[0, 150, 400, 1],0,79.0
[0, 150, 400, 1],1,176.0
[0, 150, 400, 1],2,66.0
[0, 200, 0, 1],0,2787.0
[0, 200, 0, 1],1,74095.0
[0, 200, 0, 1],2,2751.0
[0, 200, 50, 1],0,392.0
[0, 200, 50, 1],1,7651.0
[0, 200, 50, 1],2,356.0
[0, 200, 100, 1],0,208.0
[0, 200, 100, 1],1,3109.0
[0, 200, 100, 1],2,215.0
[0, 200, 150, 1],0,111.0
[0, 200, 150, 1],1,808.0
[0, 200, 150, 1],2,111.0
[0, 200, 200, 1],0,88.0
[0, 200, 200, 1],1,396.0
[0, 200, 200, 1],2,84.0
[0, 200, 250, 1],0,91.0
[0, 200, 250, 1],1,171.0
[0, 200, 250, 1],2,73.0
[0, 200, 300, 1],0,76.0
[0, 200, 300, 1],1,150.0
[0, 200, 300, 1],2,78.0
[0, 200, 350, 1],0,59.0
[0, 200, 350, 1],1,118.0
[0, 200, 350, 1],2,67.0
[0, 200, 400, 1],0,54.0
[0, 200, 400, 1],1,110.0
[0, 200, 400, 1],2,58.0
[0, 250, 0, 0],0,1436.0
[0, 250, 0, 0],1,1463.0
[0, 250, 0, 0],2,37236.0
[0, 250, 0, 1],0,1411.0
[0, 250, 0, 1],1,36943.0
[0, 250, 0, 1],2,1383.0
[0, 250, 50, 0],0,36305.0
[0, 250, 50, 0],1,2575.0
[0, 250, 50, 0],2,36762.0
[0, 250, 50, 1],0,198.0
[0, 250, 50, 1],1,3808.0
[0, 250, 50, 1],2,203.0
[0, 250, 100, 0],0,53294.0
[0, 250, 100, 0],1,3814.0
[0, 250, 100, 0],2,53247.0
[0, 250, 100, 1],0,129.0
[0, 250, 100, 1],1,1544.0
[0, 250, 100, 1],2,118.0
[0, 250, 150, 0],0,69906.0
[0, 250, 150, 0],1,5101.0
[0, 250, 150, 0],2,70113.0
[0, 250, 150, 1],0,71.0
[0, 250, 150, 1],1,379.0
[0, 250, 150, 1],2,67.0
[0, 250, 200, 0],0,86626.0
[0, 250, 200, 0],1,6081.0
[0, 250, 200, 0],2,86879.0
[0, 250, 200, 1],0,56.0
[0, 250, 200, 1],1,224.0
[0, 250, 200, 1],2,53.0
[0, 250, 250, 0],0,103506.0
[0, 250, 250, 0],1,7389.0
[0, 250, 250, 0],2,103233.0
[0, 250, 250, 1],0,39.0
[0, 250, 250, 1],1,104.0
[0, 250, 250, 1],2,43.0
[0, 250, 300, 0],0,107821.0
[0, 250, 300, 0],1,7674.0
[0, 250, 300, 0],2,107804.0
[0, 250, 300, 1],0,34.0
[0, 250, 300, 1],1,75.0
[0, 250, 300, 1],2,46.0
[0, 250, 350, 0],0,109796.0
[0, 250, 350, 0],1,7877.0
[0, 250, 350, 0],2,110691.0
[0, 250, 350, 1],0,44.0
[0, 250, 350, 1],1,48.0
[0, 250, 350, 1],2,45.0
[0, 250, 400, 0],0,111064.0
[0, 250, 400, 0],1,7868.0
[0, 250, 400, 0],2,110786.0
[0, 250, 400, 1],0,36.0
[0, 250, 400, 1],1,68.0
[0, 250, 400, 1],2,40.0
[0, 300, 0, 0],0,1432.0
[0, 300, 0, 0],1,1373.0
[0, 300, 0, 0],2,36806.0
[0, 300, 0, 1],0,1382.0
[0, 300, 0, 1],1,37037.0
[0, 300, 0, 1],2,1444.0
[0, 300, 50, 0],0,36447.0
[0, 300, 50, 0],1,2649.0
[0, 300, 50, 0],2,36190.0
[0, 300, 50, 1],0,178.0
[0, 300, 50, 1],1,3870.0
[0, 300, 50, 1],2,189.0
[0, 300, 100, 0],0,52857.0
[0, 300, 100, 0],1,3718.0
[0, 300, 100, 0],2,53066.0
[0, 300, 100, 1],0,98.0
[0, 300, 100, 1],1,1670.0
[0, 300, 100, 1],2,94.0
[0, 300, 150, 0],0,69604.0
[0, 300, 150, 0],1,5039.0
[0, 300, 150, 0],2,69730.0
[0, 300, 150, 1],0,57.0
[0, 300, 150, 1],1,410.0
[0, 300, 150, 1],2,49.0
[0, 300, 200, 0],0,86586.0
[0, 300, 200, 0],1,6060.0
[0, 300, 200, 0],2,85972.0
[0, 300, 200, 1],0,41.0
[0, 300, 200, 1],1,189.0
[0, 300, 200, 1],2,44.0
[0, 300, 250, 0],0,102650.0
[0, 300, 250, 0],1,7267.0
[0, 300, 250, 0],2,103083.0
[0, 300, 250, 1],0,42.0
[0, 300, 250, 1],1,111.0
[0, 300, 250, 1],2,37.0
[0, 300, 300, 0],0,119489.0
[0, 300, 300, 0],1,8502.0
[0, 300, 300, 0],2,119355.0
[0, 300, 300, 1],0,41.0
[0, 300, 300, 1],1,57.0
[0, 300, 300, 1],2,34.0
[0, 300, 350, 0],0,124415.0
[0, 300, 350, 0],1,8843.0
[0, 300, 350, 0],2,124885.0
[0, 300, 350, 1],0,43.0
[0, 300, 350, 1],1,58.0
[0, 300, 350, 1],2,39.0
[0, 300, 400, 0],0,127578.0
[0, 300, 400, 0],1,8983.0
[0, 300, 400, 0],2,127755.0
[0, 300, 400, 1],0,24.0
[0, 300, 400, 1],1,60.0
[0, 300, 400, 1],2,30.0
[0, 350, 0, 0],0,1340.0
[0, 350, 0, 0],1,1403.0
[0, 350, 0, 0],2,36946.0
[0, 350, 0, 1],0,1396.0
[0, 350, 0, 1],1,37139.0
[0, 350, 0, 1],2,1400.0
[0, 350, 50, 0],0,36343.0
[0, 350, 50, 0],1,2660.0
[0, 350, 50, 0],2,36390.0
[0, 350, 50, 1],0,180.0
[0, 350, 50, 1],1,3811.0
[0, 350, 50, 1],2,190.0
[0, 350, 100, 0],0,53207.0
[0, 350, 100, 0],1,3884.0
[0, 350, 100, 0],2,53181.0
[0, 350, 100, 1],0,96.0
[0, 350, 100, 1],1,1566.0
[0, 350, 100, 1],2,107.0
[0, 350, 150, 0],0,69538.0
[0, 350, 150, 0],1,5038.0
[0, 350, 150, 0],2,69996.0
[0, 350, 150, 1],0,70.0
[0, 350, 150, 1],1,392.0
[0, 350, 150, 1],2,53.0
[0, 350, 200, 0],0,86176.0
[0, 350, 200, 0],1,6059.0
