[0, 0, 0],0,55.132155989999966
[0, 0, 0],1,54.132155989999966
[0, 0, 0],2,55.132155989999966
[0, 0, 50],0,51.25795109999997
[0, 0, 50],1,50.25795109999997
[0, 0, 50],2,51.25795109999997
[0, 0, 100],0,46.953278999999974
[0, 0, 100],1,45.953278999999974
[0, 0, 100],2,46.953278999999974
[0, 0, 150],0,42.17030999999998
[0, 0, 150],1,41.17030999999998
[0, 0, 150],2,42.17030999999998
[0, 0, 200],0,36.855899999999984
[0, 0, 200],1,35.855899999999984
[0, 0, 200],2,36.855899999999984
[0, 0, 250],0,30.950999999999986
[0, 0, 250],1,29.950999999999986
[0, 0, 250],2,30.950999999999986
[0, 0, 300],0,24.38999999999999
[0, 0, 300],1,23.38999999999999
[0, 0, 300],2,24.38999999999999
[0, 0, 350],0,17.099999999999994
[0, 0, 350],1,16.099999999999994
[0, 0, 350],2,17.099999999999994
[0, 0, 400],0,8.999999999999998
[0, 0, 400],1,7.999999999999999
[0, 0, 400],2,8.999999999999998
[0, 50, 0],0,54.132155989999966
[0, 50, 0],1,55.132155989999966
[0, 50, 0],2,54.132155989999966
[0, 50, 50],0,50.25795109999997
[0, 50, 50],1,51.25795109999997
[0, 50, 50],2,50.25795109999997
[0, 50, 100],0,45.953278999999974
[0, 50, 100],1,46.953278999999974
[0, 50, 100],2,45.953278999999974
[0, 50, 150],0,41.17030999999998
[0, 50, 150],1,42.17030999999998
[0, 50, 150],2,41.17030999999998
[0, 50, 200],0,35.855899999999984
[0, 50, 200],1,36.855899999999984
[0, 50, 200],2,35.855899999999984
[0, 50, 250],0,29.950999999999986
[0, 50, 250],1,30.950999999999986
[0, 50, 250],2,29.950999999999986
[0, 50, 300],0,23.38999999999999
[0, 50, 300],1,24.38999999999999
[0, 50, 300],2,23.38999999999999
[0, 50, 350],0,16.099999999999994
[0, 50, 350],1,17.099999999999994
[0, 50, 350],2,16.099999999999994
[0, 50, 400],0,7.999999999999999
[0, 50, 400],1,8.999999999999998
[0, 50, 400],2,7.999999999999999
[0, 100, 0],0,52.23215598999997
[0, 100, 0],1,54.132155989999966
[0, 100, 0],2,52.23215598999997
[0, 100, 50],0,48.35795109999997
[0, 100, 50],1,50.25795109999997
[0, 100, 50],2,48.35795109999997
[0, 100, 100],0,44.053278999999975
[0, 100, 100],1,45.953278999999974
[0, 100, 100],2,44.053278999999975
[0, 100, 150],0,39.27030999999998
[0, 100, 150],1,41.17030999999998
[0, 100, 150],2,39.27030999999998
[0, 100, 200],0,33.95589999999998
[0, 100, 200],1,35.855899999999984
[0, 100, 200],2,33.95589999999998
[0, 100, 250],0,28.050999999999988
[0, 100, 250],1,29.950999999999986
[0, 100, 250],2,28.050999999999988
[0, 100, 300],0,21.48999999999999
[0, 100, 300],1,23.38999999999999
[0, 100, 300],2,21.48999999999999
[0, 100, 350],0,14.199999999999998
[0, 100, 350],1,16.099999999999994
[0, 100, 350],2,14.199999999999998
[0, 100, 400],0,6.999999999999999
[0, 100, 400],1,7.999999999999999
[0, 100, 400],2,6.999999999999999
[0, 150, 0],0,49.522155989999966
[0, 150, 0],1,52.23215598999997
[0, 150, 0],2,49.522155989999966
[0, 150, 50],0,45.64795109999997
[0, 150, 50],1,48.35795109999997
[0, 150, 50],2,45.64795109999997
[0, 150, 100],0,41.343278999999974
[0, 150, 100],1,44.053278999999975
[0, 150, 100],2,41.343278999999974
[0, 150, 150],0,36.56030999999997
[0, 150, 150],1,39.27030999999998
[0, 150, 150],2,36.560309999999966
[0, 150, 200],0,31.24589999999998
[0, 150, 200],1,33.95589999999998
[0, 150, 200],2,31.245899999999413
[0, 150, 250],0,25.34099999999999
[0, 150, 250],1,28.050999999999988
[0, 150, 250],2,25.340999999999962
[0, 150, 300],0,18.779999999999994
[0, 150, 300],1,21.48999999999999
[0, 150, 300],2,18.779999999999955
[0, 150, 350],0,12.299999999999995
[0, 150, 350],1,14.199999999999998
[0, 150, 350],2,12.299999999999997
[0, 150, 400],0,5.999999999999999
[0, 150, 400],1,6.999999999999999
[0, 150, 400],2,5.999999999999999
[0, 200, 0],0,46.083155989999966
[0, 200, 0],1,49.522155989999966
[0, 200, 0],2,46.083155989999966
[0, 200, 50],0,42.20895109999997
[0, 200, 50],1,45.64795109999997
[0, 200, 50],2,42.20895109999997
[0, 200, 100],0,37.90427899999997
[0, 200, 100],1,41.343278999999974
[0, 200, 100],2,37.90427899999997
[0, 200, 150],0,33.12130999999998
[0, 200, 150],1,36.56030999999997
[0, 200, 150],2,33.12130999999998
[0, 200, 200],0,27.806899999999988
[0, 200, 200],1,31.245899999999985
[0, 200, 200],2,27.806899999999988
[0, 200, 250],0,21.90199999999999
[0, 200, 250],1,25.34099999999999
[0, 200, 250],2,21.90199999999999
[0, 200, 300],0,16.069999999999997
[0, 200, 300],1,18.779999999999994
[0, 200, 300],2,16.069999999999144
[0, 200, 350],0,10.399999999999997
[0, 200, 350],1,12.299999999999997
[0, 200, 350],2,10.399999999999997
[0, 200, 400],0,4.999999999999993
[0, 200, 400],1,5.999999999999999
[0, 200, 400],2,4.999999999999999
[0, 250, 0],0,41.98805598999997
[0, 250, 0],1,46.083155989999966
[0, 250, 0],2,41.98805598999997
[0, 250, 50],0,38.11385109999996
[0, 250, 50],1,42.20895109999997
[0, 250, 50],2,38.11385109999996
[0, 250, 100],0,33.80917899999998
[0, 250, 100],1,37.90427899999997
[0, 250, 100],2,33.80917899999998
[0, 250, 150],0,29.026209999999985
[0, 250, 150],1,33.12130999999998
[0, 250, 150],2,29.026209999999985
[0, 250, 200],0,23.71179999999999
[0, 250, 200],1,27.806899999999988
[0, 250, 200],2,23.71179999999999
[0, 250, 250],0,18.462999999999994
[0, 250, 250],1,21.90199999999999
[0, 250, 250],2,18.462999999999994
[0, 250, 300],0,13.359999999999996
[0, 250, 300],1,16.069999999999997
[0, 250, 300],2,13.359999999999996
[0, 250, 350],0,8.499999999999993
[0, 250, 350],1,10.399999999999997
[0, 250, 350],2,8.499999999999998
[0, 250, 400],0,3.9999999999999964
[0, 250, 400],1,4.999999999999999
[0, 250, 400],2,3.9999999999999996
[0, 300, 0],0,37.30246598999996
[0, 300, 0],1,41.98805598999997
