[125, 0, 25, -10, 0],0,10449.0
[125, 0, 25, -10, 0],1,0.0
[125, 0, 25, -10, 50],0,0.0
[125, 0, 25, -10, 50],1,2961.0
[125, 0, 25, -10, 100],0,0.0
[125, 0, 25, -10, 100],1,0.0
[125, 0, 25, -10, 150],0,0.0
[125, 0, 25, -10, 150],1,0.0
[125, 0, 25, -10, 200],0,0.0
[125, 0, 25, -10, 200],1,0.0
[125, 0, 25, -10, 250],0,0.0
[125, 0, 25, -10, 250],1,0.0
[125, 0, 25, -10, 300],0,0.0
[125, 0, 25, -10, 300],1,0.0
[125, 0, 25, -5, 0],0,0.0
[125, 0, 25, -5, 0],1,0.0
[125, 0, 25, -5, 50],0,0.0
[125, 0, 25, -5, 50],1,0.0
[125, 0, 25, -5, 100],0,0.0
[125, 0, 25, -5, 100],1,0.0
[125, 0, 25, -5, 150],0,0.0
[125, 0, 25, -5, 150],1,0.0
[125, 0, 25, -5, 200],0,0.0
[125, 0, 25, -5, 200],1,0.0
[125, 0, 25, -5, 250],0,0.0
[125, 0, 25, -5, 250],1,0.0
[125, 0, 25, -5, 300],0,0.0
[125, 0, 25, -5, 300],1,0.0
[125, 0, 25, 0, 0],0,7488.0
[125, 0, 25, 0, 0],1,0.0
[125, 0, 25, 0, 50],0,0.0
[125, 0, 25, 0, 50],1,2961.0
[125, 0, 25, 0, 100],0,0.0
[125, 0, 25, 0, 100],1,0.0
[125, 0, 25, 0, 150],0,0.0
[125, 0, 25, 0, 150],1,0.0
[125, 0, 25, 0, 200],0,0.0
[125, 0, 25, 0, 200],1,0.0
[125, 0, 25, 0, 250],0,0.0
[125, 0, 25, 0, 250],1,0.0
[125, 0, 25, 0, 300],0,0.0
[125, 0, 25, 0, 300],1,0.0
[125, 0, 25, 5, 0],0,0.0
[125, 0, 25, 5, 0],1,0.0
[125, 0, 25, 5, 50],0,2961.0
[125, 0, 25, 5, 50],1,0.0
[125, 0, 25, 5, 100],0,0.0
[125, 0, 25, 5, 100],1,0.0
[125, 0, 25, 5, 150],0,0.0
[125, 0, 25, 5, 150],1,0.0
[125, 0, 25, 5, 200],0,0.0
[125, 0, 25, 5, 200],1,0.0
[125, 0, 25, 5, 250],0,0.0
[125, 0, 25, 5, 250],1,0.0
[125, 0, 25, 5, 300],0,0.0
[125, 0, 25, 5, 300],1,0.0
[125, 0, 25, 10, 0],0,0.0
[125, 0, 25, 10, 0],1,0.0
[125, 0, 25, 10, 50],0,0.0
[125, 0, 25, 10, 50],1,0.0
[125, 0, 25, 10, 100],0,0.0
[125, 0, 25, 10, 100],1,0.0
[125, 0, 25, 10, 150],0,0.0
[125, 0, 25, 10, 150],1,0.0
[125, 0, 25, 10, 200],0,0.0
[125, 0, 25, 10, 200],1,0.0
[125, 0, 25, 10, 250],0,0.0
[125, 0, 25, 10, 250],1,0.0
[125, 0, 25, 10, 300],0,0.0
[125, 0, 25, 10, 300],1,0.0
[125, 50, 25, -10, 0],0,10449.0
[125, 50, 25, -10, 0],1,0.0
[125, 50, 25, -10, 50],0,0.0
[125, 50, 25, -10, 50],1,0.0
[125, 50, 25, -10, 100],0,0.0
[125, 50, 25, -10, 100],1,0.0
[125, 50, 25, -10, 150],0,0.0
[125, 50, 25, -10, 150],1,0.0
[125, 50, 25, -10, 200],0,0.0
[125, 50, 25, -10, 200],1,0.0
[125, 50, 25, -10, 250],0,0.0
[125, 50, 25, -10, 250],1,0.0
[125, 50, 25, -10, 300],0,0.0
[125, 50, 25, -10, 300],1,0.0
[125, 50, 25, -5, 0],0,0.0
[125, 50, 25, -5, 0],1,0.0
[125, 50, 25, -5, 50],0,0.0
[125, 50, 25, -5, 50],1,0.0
[125, 50, 25, -5, 100],0,0.0
[125, 50, 25, -5, 100],1,0.0
[125, 50, 25, -5, 150],0,0.0
[125, 50, 25, -5, 150],1,0.0
[125, 50, 25, -5, 200],0,0.0
[125, 50, 25, -5, 200],1,0.0
[125, 50, 25, -5, 250],0,0.0
[125, 50, 25, -5, 250],1,0.0
[125, 50, 25, -5, 300],0,0.0
